1,2094,1583.84,181.26,147.05,167.09,1,1,1,0
1,2095,808.79,116.02,519.51,691.57,1,1,1,1
1,2096,1826.12,190.15,135.0,169.96,1,1,1,0
1,2097,308.87,250.71,130.18,134.4,1,1,1,0
1,2098,653.91,205.06,37.37,41.28,1,1,1,0
1,2099,0,250.56,44.03,191.2,1,1,1,0
2,2094,1565.92,183.09,147.33,167.35,1,1,1,0
2,2095,808.78,118.11,517.96,689.48,1,1,1,1
2,2096,1808.62,189.36,136.52,171.79,1,1,1,0
2,2097,293.64,249.8,128.87,132.96,1,1,1,0
2,2098,651.65,206.5,36.65,40.5,1,1,1,0
2,2099,0,285.73,4.69,153.41,1,1,1,0
3,2094,1545.03,185.86,147.33,167.28,1,1,1,0
3,2095,809.76,121.99,514.34,684.65,1,1,1,1
3,2096,1792.56,190.16,136.7,171.63,1,1,1,0
3,2097,278.35,247.52,127.0,130.83,1,1,1,0
3,2098,649.05,206.51,37.17,41.08,1,1,1,0
4,2094,1523.42,188.43,146.8,166.45,1,1,1,0
4,2095,811.49,125.02,511.76,681.34,1,1,1,1
4,2096,1772.63,191.81,135.81,169.94,1,1,1,0
4,2097,260.27,246.02,122.48,126.13,1,1,1,0
4,2098,647.01,206.6,37.15,41.04,1,1,1,0
5,2094,1502.77,192.17,145.13,164.29,1,1,1,0
5,2095,811.13,127.65,509.68,678.64,1,1,1,1
5,2096,1749.06,194.56,137.07,170.95,1,1,1,0
5,2097,243.6,244.03,126.96,130.88,1,1,1,0
5,2098,645.45,206.95,37.33,41.24,1,1,1,0
6,2094,1480.95,196.36,144.76,163.59,1,1,1,0
6,2095,810.04,129.06,509.65,678.96,1,1,1,1
6,2096,1726.23,197.8,137.73,171.3,1,1,1,0
6,2097,223.89,240.76,128.2,131.9,1,1,1,0
6,2098,643.71,207.39,37.38,41.3,1,1,1,0
7,2094,1460.14,200.76,144.05,162.22,1,1,1,0
7,2095,809.81,130.91,508.99,678.13,1,1,1,1
7,2096,1702.02,201.19,138.24,171.64,1,1,1,0
7,2097,206.13,238.52,126.34,129.44,1,1,1,0
7,2098,642.25,207.21,37.57,41.53,1,1,1,0
8,2094,1438.85,204.8,143.25,160.62,1,1,1,0
8,2095,812.97,133.76,505.23,673.55,1,1,1,1
8,2096,1677.56,204.6,138.44,171.34,1,1,1,0
8,2097,187.74,236.77,128.99,132.11,1,1,1,0
8,2098,640.07,207.45,37.8,41.81,1,1,1,0
9,2094,1416.28,206.72,143.06,159.47,1,1,1,0
9,2095,813.55,134.9,504.23,672.6,1,1,1,1
9,2096,1652.94,207.39,138.78,171.23,1,1,1,0
9,2097,170.47,238.05,127.8,131.24,1,1,1,0
9,2098,638.49,208.04,37.93,42.12,1,1,1,0
10,2094,1392.56,206.87,146.18,162.38,1,1,1,0
10,2095,814.76,137.06,502.31,670.51,1,1,1,1
10,2096,1629.45,208.92,138.54,170.78,1,1,1,0
10,2097,152.4,239.74,131.0,135.09,1,1,1,0
10,2098,637.41,208.04,37.5,41.61,1,1,1,0
11,2094,1370.21,204.8,145.4,160.64,1,1,1,0
11,2095,813.39,136.55,503.21,672.67,1,1,1,1
11,2096,1604.91,210.2,137.83,169.39,1,1,1,0
11,2097,131.48,242.1,132.33,137.2,1,1,1,0
11,2098,636.03,207.83,37.82,42.03,1,1,1,0
12,2094,1349.9,202.67,144.94,159.2,1,1,1,0
12,2095,813.06,136.48,502.41,672.54,1,1,1,1
12,2096,1580.71,209.87,137.15,167.97,1,1,1,0
12,2097,108.65,245.43,133.84,139.57,1,1,1,0
12,2098,634.42,207.64,38.64,42.98,1,1,1,0
13,2094,1329.36,201.0,145.0,158.09,1,1,1,0
13,2095,812.49,138.2,500.59,671.54,1,1,1,1
13,2096,1556.28,207.33,138.85,169.78,1,1,1,0
13,2097,86.18,249.79,135.62,141.93,1,1,1,0
13,2098,633.3,206.87,38.5,42.93,1,1,1,0
14,2094,1309.67,199.31,146.62,158.92,1,1,1,0
14,2095,809.42,137.57,502.04,674.04,1,1,1,1
14,2096,1533.24,204.94,138.56,169.26,1,1,1,0
14,2097,62.9,254.81,135.27,142.01,1,1,1,0
14,2098,632.85,206.77,37.82,42.31,1,1,1,0
15,2094,1291.26,198.25,146.83,158.65,1,1,1,0
15,2095,808.42,139.89,502.72,675.61,1,1,1,1
15,2096,1511.26,202.78,138.03,168.66,1,1,1,0
15,2097,38.67,259.39,136.58,143.68,1,1,1,0
15,2098,632.77,207.24,36.71,41.06,1,1,1,0
16,2094,1276.71,198.43,144.62,156.16,1,1,1,0
16,2095,807.87,141.51,501.79,675.44,1,1,1,1
16,2096,1488.47,200.93,138.24,169.05,1,1,1,0
16,2097,13.03,263.76,137.51,144.97,1,1,1,0
16,2098,632.4,207.41,36.29,40.58,1,1,1,0
17,2094,1261.3,198.17,142.87,154.55,1,1,1,0
17,2095,804.3,141.46,503.83,679.19,1,1,1,1
17,2096,1467.13,200.33,138.41,169.7,1,1,1,0
17,2097,0,266.66,125.65,147.89,1,1,1,0
17,2098,631.5,207.78,36.14,40.41,1,1,1,0
18,2094,1246.76,198.56,143.69,156.5,1,1,1,0
