1,373,51.6,650.29,198.51,212.14,1,1,1,0
1,374,1859.87,530.96,43.39,46.41,1,1,1,0
1,375,608.71,34.05,678.62,866.35,1,1,1,1
1,376,447.79,587.31,22.9,25.31,1,1,1,0
1,377,1846.61,568.02,31.34,39.17,1,1,1,0
1,378,707.54,588.21,34.96,38.57,1,1,1,0
1,379,671.38,551.75,40.98,44.6,1,1,1,0
1,380,1501.88,564.41,21.7,23.5,1,1,1,0
1,381,615.94,578.27,24.11,25.92,1,1,1,0
2,373,84.9,651.34,196.45,210.05,1,1,1,0
2,374,1851.46,531.74,41.39,44.31,1,1,1,0
2,375,606.4,12.35,684.28,873.41,1,1,1,1
2,376,442.35,586.0,23.85,26.36,1,1,1,0
2,377,1838.03,567.5,31.75,39.7,1,1,1,0
2,378,704.07,588.21,33.54,37.0,1,1,1,0
2,379,668.07,553.06,37.15,40.41,1,1,1,0
2,380,1496.15,565.19,22.69,24.55,1,1,1,0
3,373,118.11,649.16,194.24,207.81,1,1,1,0
3,374,1840.72,530.92,42.41,45.4,1,1,1,0
3,375,617.27,26.18,668.57,852.38,1,1,1,1
3,376,438.12,585.78,23.2,25.62,1,1,1,0
3,377,1828.52,566.48,31.09,38.85,1,1,1,0
3,378,698.3,587.74,35.05,38.65,1,1,1,0
3,379,656.95,551.32,41.0,44.6,1,1,1,0
3,380,1490.53,566.02,22.89,24.73,1,1,1,0
4,373,180.36,643.37,190.81,204.37,1,1,1,0
4,374,1821.25,529.98,44.39,47.58,1,1,1,0
4,375,635.06,32.86,653.24,832.57,1,1,1,1
4,376,428.74,585.27,22.97,25.35,1,1,1,0
4,377,1810.82,565.23,30.88,38.57,1,1,1,0
4,378,688.62,586.69,35.2,38.71,1,1,1,0
4,379,643.18,548.83,42.94,46.7,1,1,1,0
4,380,1480.79,565.6,22.57,24.31,1,1,1,0
5,373,224.14,638.44,187.81,201.57,1,1,1,0
5,374,1806.44,528.81,45.09,48.28,1,1,1,0
5,375,654.4,38.84,627.01,797.53,1,1,1,1
5,376,422.33,585.13,22.55,24.82,1,1,1,0
5,377,1799.98,564.87,29.5,36.71,1,1,1,0
5,378,680.41,586.13,35.8,39.36,1,1,1,0
5,379,633.53,547.12,44.3,48.23,1,1,1,0
5,380,1475.54,565.65,21.62,23.27,1,1,1,0
5,382,263.09,585.92,20.94,21.82,1,1,1,0
6,373,259.59,634.35,186.1,199.88,1,1,1,0
6,374,1795.63,527.58,44.09,47.21,1,1,1,0
6,375,673.33,45.85,602.39,763.86,1,1,1,1
6,376,415.9,584.66,22.43,24.66,1,1,1,0
6,377,1789.72,563.47,29.47,36.56,1,1,1,0
6,378,673.19,585.53,36.0,39.57,1,1,1,0
6,379,626.1,546.99,43.49,47.44,1,1,1,0
6,380,1470.22,565.44,22.09,23.81,1,1,1,0
6,382,264.38,585.13,22.18,23.13,1,1,1,0
6,383,589.14,582.49,22.74,23.99,1,1,1,0
7,373,289.48,629.7,184.41,198.56,1,1,1,0
7,374,1787.32,526.54,42.09,45.08,1,1,1,0
7,375,682.64,47.46,590.22,745.54,1,1,1,1
7,376,410.93,584.94,21.63,23.77,1,1,1,0
7,377,1780.17,561.11,30.64,37.82,1,1,1,0
7,378,666.61,585.14,36.31,39.83,1,1,1,0
7,379,619.68,547.23,42.34,46.21,1,1,1,0
7,380,1466.95,564.94,22.22,23.99,1,1,1,0
7,382,267.3,585.09,21.27,22.19,1,1,1,0
8,373,318.29,625.72,181.19,195.68,1,1,1,0
8,374,1777.66,525.58,42.59,45.57,1,1,1,0
8,375,683.02,49.27,590.27,743.21,1,1,1,1
8,376,406.1,584.64,21.81,23.89,1,1,1,0
8,377,1770.06,559.09,32.08,39.51,1,1,1,0
8,378,660.53,584.4,36.96,40.52,1,1,1,0
8,379,613.57,546.34,41.79,45.71,1,1,1,0
8,380,1460.05,563.52,22.59,24.47,1,1,1,0
8,382,269.85,584.89,21.32,22.28,1,1,1,0
8,383,581.84,584.38,22.29,23.55,1,1,1,0
9,373,346.36,624.05,177.86,192.24,1,1,1,0
9,374,1768.11,525.48,42.62,45.74,1,1,1,0
